,global_key,base_image,image_url,full_image_path,lb_label,full_zoom_path,x_min,y_min,x_max,y_max,width,height
4064,DJI_20241217101331_0010_V_2927zoom_lir_Guazuma_ulmifolia_Lam._1182x2678_8f0a1d6b.jpg,DJI_20241217101331_0010_V_2927zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101331_0010_V_2927zoom.JPG,labelled/Guazuma_ulmifolia/cropped/DJI_20241217101331_0010_V_2927zoom_lir_Guazuma_ulmifolia_Lam._1182x2678_8f0a1d6b.jpg,Guazuma ulmifolia-GUAZUL-GUAU,labelled/Guazuma_ulmifolia/zoom/DJI_20241217101331_0010_V_2927zoom.JPG,2144,320,3326,2998,1182,2678
4065,DJI_20241217101543_0018_V_3894zoom_lir_Hymenaea_courbaril_L._1746x1244_e3ff90a5.jpg,DJI_20241217101543_0018_V_3894zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101543_0018_V_3894zoom.JPG,labelled/Hymenaea_courbaril/cropped/DJI_20241217101543_0018_V_3894zoom_lir_Hymenaea_courbaril_L._1746x1244_e3ff90a5.jpg,Hymenaea courbaril-HYMECO-HYMC,labelled/Hymenaea_courbaril/zoom/DJI_20241217101543_0018_V_3894zoom.JPG,2252,1524,3998,2768,1746,1244
4066,DJI_20241217101543_0018_V_3894zoom_lir_Hymenaea_courbaril_L._2242x640_c0bab872.jpg,DJI_20241217101543_0018_V_3894zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101543_0018_V_3894zoom.JPG,labelled/Hymenaea_courbaril/cropped/DJI_20241217101543_0018_V_3894zoom_lir_Hymenaea_courbaril_L._2242x640_c0bab872.jpg,Hymenaea courbaril-HYMECO-HYMC,labelled/Hymenaea_courbaril/zoom/DJI_20241217101543_0018_V_3894zoom.JPG,0,2360,2242,3000,2242,640
4067,DJI_20241217101651_0022_V_4748zoom_lir_Ocotea_leptobotra_Nees_Mez_1976x1158_c07fdb6b.jpg,DJI_20241217101651_0022_V_4748zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101651_0022_V_4748zoom.JPG,labelled/Ocotea_leptobotra/cropped/DJI_20241217101651_0022_V_4748zoom_lir_Ocotea_leptobotra_Nees_Mez_1976x1158_c07fdb6b.jpg,Ocotea cernua-OCOTCE-OCOC,labelled/Ocotea_leptobotra/zoom/DJI_20241217101651_0022_V_4748zoom.JPG,1236,108,3212,1266,1976,1158
4068,DJI_20241217101727_0024_V_3403zoom_lir_Guazuma_ulmifolia_Lam._1816x1164_0fd47444.jpg,DJI_20241217101727_0024_V_3403zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101727_0024_V_3403zoom.JPG,labelled/Guazuma_ulmifolia/cropped/DJI_20241217101727_0024_V_3403zoom_lir_Guazuma_ulmifolia_Lam._1816x1164_0fd47444.jpg,Guazuma ulmifolia-GUAZUL-GUAU,labelled/Guazuma_ulmifolia/zoom/DJI_20241217101727_0024_V_3403zoom.JPG,212,0,2028,1164,1816,1164
4069,DJI_20241217101727_0024_V_3403zoom_lir_Guazuma_ulmifolia_Lam._520x1650_1da628ef.jpg,DJI_20241217101727_0024_V_3403zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101727_0024_V_3403zoom.JPG,labelled/Guazuma_ulmifolia/cropped/DJI_20241217101727_0024_V_3403zoom_lir_Guazuma_ulmifolia_Lam._520x1650_1da628ef.jpg,Guazuma ulmifolia-GUAZUL-GUAU,labelled/Guazuma_ulmifolia/zoom/DJI_20241217101727_0024_V_3403zoom.JPG,220,1164,740,2814,520,1650
4070,DJI_20241217101757_0026_V_3879zoom_lir_Tetrapterys_tinifolia_Triana__Planch._3746x1024_ed86eeb7.jpg,DJI_20241217101757_0026_V_3879zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101757_0026_V_3879zoom.JPG,labelled/Tetrapterys_tinifolia_Triana_&_Planch./cropped/DJI_20241217101757_0026_V_3879zoom_lir_Tetrapterys_tinifolia_Triana__Planch._3746x1024_ed86eeb7.jpg,Tetrapterys tinifolia-TET3MA-TETM,labelled/Tetrapterys_tinifolia_Triana_&_Planch./zoom/DJI_20241217101757_0026_V_3879zoom.JPG,12,0,3758,1024,3746,1024
4071,DJI_20241217101757_0026_V_3879zoom_lir_Tetrapterys_tinifolia_Triana__Planch._1060x940_2968f87e.jpg,DJI_20241217101757_0026_V_3879zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101757_0026_V_3879zoom.JPG,labelled/Tetrapterys_tinifolia_Triana_&_Planch./cropped/DJI_20241217101757_0026_V_3879zoom_lir_Tetrapterys_tinifolia_Triana__Planch._1060x940_2968f87e.jpg,Tetrapterys tinifolia-TET3MA-TETM,labelled/Tetrapterys_tinifolia_Triana_&_Planch./zoom/DJI_20241217101757_0026_V_3879zoom.JPG,140,1024,1200,1964,1060,940
4072,DJI_20241217101757_0026_V_3879zoom_lir_Hura_crepitans_L._1216x990_e7d0ed61.jpg,DJI_20241217101757_0026_V_3879zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101757_0026_V_3879zoom.JPG,labelled/Hura_crepitans/cropped/DJI_20241217101757_0026_V_3879zoom_lir_Hura_crepitans_L._1216x990_e7d0ed61.jpg,Hura crepitans-HURACR-HURC,labelled/Hura_crepitans/zoom/DJI_20241217101757_0026_V_3879zoom.JPG,2768,2008,3984,2998,1216,990
4073,DJI_20241217101908_0030_V_3370zoom_lir_Guazuma_ulmifolia_Lam._1742x1652_5d5a02a6.jpg,DJI_20241217101908_0030_V_3370zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101908_0030_V_3370zoom.JPG,labelled/Guazuma_ulmifolia/cropped/DJI_20241217101908_0030_V_3370zoom_lir_Guazuma_ulmifolia_Lam._1742x1652_5d5a02a6.jpg,Guazuma ulmifolia-GUAZUL-GUAU,labelled/Guazuma_ulmifolia/zoom/DJI_20241217101908_0030_V_3370zoom.JPG,144,748,1886,2400,1742,1652
4074,DJI_20241217101908_0030_V_3370zoom_lir_Guazuma_ulmifolia_Lam._1446x1530_e9ae6b02.jpg,DJI_20241217101908_0030_V_3370zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101908_0030_V_3370zoom.JPG,labelled/Guazuma_ulmifolia/cropped/DJI_20241217101908_0030_V_3370zoom_lir_Guazuma_ulmifolia_Lam._1446x1530_e9ae6b02.jpg,Guazuma ulmifolia-GUAZUL-GUAU,labelled/Guazuma_ulmifolia/zoom/DJI_20241217101908_0030_V_3370zoom.JPG,2552,1468,3998,2998,1446,1530
4075,DJI_20241217101944_0032_V_4303zoom_lir_Quararibea_asterolepis_Pittier_3558x882_58e2c3f4.jpg,DJI_20241217101944_0032_V_4303zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101944_0032_V_4303zoom.JPG,labelled/Quararibea_asterolepis/cropped/DJI_20241217101944_0032_V_4303zoom_lir_Quararibea_asterolepis_Pittier_3558x882_58e2c3f4.jpg,Quararibea asterolepis-QUARAS-QUA1,labelled/Quararibea_asterolepis/zoom/DJI_20241217101944_0032_V_4303zoom.JPG,300,124,3858,1006,3558,882
4076,DJI_20241217101944_0032_V_4303zoom_lir_Quararibea_asterolepis_Pittier_1584x920_55e2113b.jpg,DJI_20241217101944_0032_V_4303zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217101944_0032_V_4303zoom.JPG,labelled/Quararibea_asterolepis/cropped/DJI_20241217101944_0032_V_4303zoom_lir_Quararibea_asterolepis_Pittier_1584x920_55e2113b.jpg,Quararibea asterolepis-QUARAS-QUA1,labelled/Quararibea_asterolepis/zoom/DJI_20241217101944_0032_V_4303zoom.JPG,1172,1008,2756,1928,1584,920
4077,DJI_20241202124022_0008_V_3851zoom_lir_Bombax_ceiba_L._4000x3000_e9b1938f.jpg,DJI_20241202124022_0008_V_3851zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241202_bcifairchildn_wptsendero_m3e/DJI_202412021231_010_fairchildnwptsendero/DJI_20241202124022_0008_V_3851zoom.JPG,labelled/Bombax_ceiba_L./cropped/DJI_20241202124022_0008_V_3851zoom_lir_Bombax_ceiba_L._4000x3000_e9b1938f.jpg,Pochota quinata-POCHQU-BOMQ,labelled/Bombax_ceiba_L./zoom/DJI_20241202124022_0008_V_3851zoom.JPG,0,0,4000,3000,4000,3000
4078,DJI_20241202124048_0010_V_3850zoom_lir_Terminalia_amazonica_J.F.Gmel._Exell_4000x3000_356ae6e8.jpg,DJI_20241202124048_0010_V_3850zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241202_bcifairchildn_wptsendero_m3e/DJI_202412021231_010_fairchildnwptsendero/DJI_20241202124048_0010_V_3850zoom.JPG,labelled/Terminalia_amazonia/cropped/DJI_20241202124048_0010_V_3850zoom_lir_Terminalia_amazonica_J.F.Gmel._Exell_4000x3000_356ae6e8.jpg,Terminalia amazonia-TERMAM-TERA,labelled/Terminalia_amazonia/zoom/DJI_20241202124048_0010_V_3850zoom.JPG,0,0,4000,3000,4000,3000
4079,DJI_20241202124211_0012_V_2287zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_990x1176_5cd88df4.jpg,DJI_20241202124211_0012_V_2287zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241202_bcifairchildn_wptsendero_m3e/DJI_202412021231_010_fairchildnwptsendero/DJI_20241202124211_0012_V_2287zoom.JPG,labelled/Anacardium_excelsum/cropped/DJI_20241202124211_0012_V_2287zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_990x1176_5cd88df4.jpg,Anacardium excelsum-ANACEX-ANAE,labelled/Anacardium_excelsum/zoom/DJI_20241202124211_0012_V_2287zoom.JPG,0,80,990,1256,990,1176
4080,DJI_20241202124211_0012_V_2287zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_1540x806_81e3d03e.jpg,DJI_20241202124211_0012_V_2287zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241202_bcifairchildn_wptsendero_m3e/DJI_202412021231_010_fairchildnwptsendero/DJI_20241202124211_0012_V_2287zoom.JPG,labelled/Anacardium_excelsum/cropped/DJI_20241202124211_0012_V_2287zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_1540x806_81e3d03e.jpg,Anacardium excelsum-ANACEX-ANAE,labelled/Anacardium_excelsum/zoom/DJI_20241202124211_0012_V_2287zoom.JPG,1036,1552,2576,2358,1540,806
4081,DJI_20241202124211_0012_V_2287zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_1160x546_bb148ecf.jpg,DJI_20241202124211_0012_V_2287zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241202_bcifairchildn_wptsendero_m3e/DJI_202412021231_010_fairchildnwptsendero/DJI_20241202124211_0012_V_2287zoom.JPG,labelled/Anacardium_excelsum/cropped/DJI_20241202124211_0012_V_2287zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_1160x546_bb148ecf.jpg,Anacardium excelsum-ANACEX-ANAE,labelled/Anacardium_excelsum/zoom/DJI_20241202124211_0012_V_2287zoom.JPG,36,2432,1196,2978,1160,546
4082,DJI_20241217094705_0002_V_2853zoom_lir_Jacaranda_copaia_Aubl._D.Don_1624x1968_695e8785.jpg,DJI_20241217094705_0002_V_2853zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412170934_001_50haplottreesover100m2wptnorte/DJI_20241217094705_0002_V_2853zoom.JPG,labelled/Jacaranda_copaia/cropped/DJI_20241217094705_0002_V_2853zoom_lir_Jacaranda_copaia_Aubl._D.Don_1624x1968_695e8785.jpg,Jacaranda copaia-JAC1CO-JACC,labelled/Jacaranda_copaia/zoom/DJI_20241217094705_0002_V_2853zoom.JPG,732,0,2356,1968,1624,1968
4083,DJI_20241217102412_0048_V_3839zoom_lir_Nectandra_lineata_Kunth_Rohwer_2056x876_4f6429e1.jpg,DJI_20241217102412_0048_V_3839zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217102412_0048_V_3839zoom.JPG,labelled/Nectandra_lineata/cropped/DJI_20241217102412_0048_V_3839zoom_lir_Nectandra_lineata_Kunth_Rohwer_2056x876_4f6429e1.jpg,Nectandra lineata-NECTGL-NECL,labelled/Nectandra_lineata/zoom/DJI_20241217102412_0048_V_3839zoom.JPG,1152,0,3208,876,2056,876
4084,DJI_20241217102412_0048_V_3839zoom_lir_Nectandra_lineata_Kunth_Rohwer_2036x798_2965d432.jpg,DJI_20241217102412_0048_V_3839zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171001_002_50haplottreesover100m2wptnorte/DJI_20241217102412_0048_V_3839zoom.JPG,labelled/Nectandra_lineata/cropped/DJI_20241217102412_0048_V_3839zoom_lir_Nectandra_lineata_Kunth_Rohwer_2036x798_2965d432.jpg,Nectandra lineata-NECTGL-NECL,labelled/Nectandra_lineata/zoom/DJI_20241217102412_0048_V_3839zoom.JPG,1664,1936,3700,2734,2036,798
4085,DJI_20241217104328_0002_V_4260zoom_lir_Dipteryx_oleifera_Benth._1280x1974_552fab70.jpg,DJI_20241217104328_0002_V_4260zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171030_003_50haplottreesover100m2wptnorte/DJI_20241217104328_0002_V_4260zoom.JPG,labelled/Dipteryx_oleifera/cropped/DJI_20241217104328_0002_V_4260zoom_lir_Dipteryx_oleifera_Benth._1280x1974_552fab70.jpg,Dipteryx oleifera-DIPTPA-DIPP,labelled/Dipteryx_oleifera/zoom/DJI_20241217104328_0002_V_4260zoom.JPG,2720,416,4000,2390,1280,1974
4086,DJI_20241217104328_0002_V_4260zoom_lir_Dipteryx_oleifera_Benth._732x2210_923c586e.jpg,DJI_20241217104328_0002_V_4260zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171030_003_50haplottreesover100m2wptnorte/DJI_20241217104328_0002_V_4260zoom.JPG,labelled/Dipteryx_oleifera/cropped/DJI_20241217104328_0002_V_4260zoom_lir_Dipteryx_oleifera_Benth._732x2210_923c586e.jpg,Dipteryx oleifera-DIPTPA-DIPP,labelled/Dipteryx_oleifera/zoom/DJI_20241217104328_0002_V_4260zoom.JPG,1064,788,1796,2998,732,2210
4087,DJI_20241217104357_0004_V_3825zoom_lir_Hura_crepitans_L._930x524_33279f70.jpg,DJI_20241217104357_0004_V_3825zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171030_003_50haplottreesover100m2wptnorte/DJI_20241217104357_0004_V_3825zoom.JPG,labelled/Hura_crepitans/cropped/DJI_20241217104357_0004_V_3825zoom_lir_Hura_crepitans_L._930x524_33279f70.jpg,Hura crepitans-HURACR-HURC,labelled/Hura_crepitans/zoom/DJI_20241217104357_0004_V_3825zoom.JPG,1216,968,2146,1492,930,524
4088,DJI_20241217132829_0014_V_4256zoom_lir_Prioria_copaifera_Griseb._3756x660_d950dea5.jpg,DJI_20241217132829_0014_V_4256zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171316_005_50haplottreesover100m2wptnorte/DJI_20241217132829_0014_V_4256zoom.JPG,labelled/Prioria_copaifera/cropped/DJI_20241217132829_0014_V_4256zoom_lir_Prioria_copaifera_Griseb._3756x660_d950dea5.jpg,Prioria copaifera-PRI2CO-PRIC,labelled/Prioria_copaifera/zoom/DJI_20241217132829_0014_V_4256zoom.JPG,244,2340,4000,3000,3756,660
4089,DJI_20241217132829_0014_V_4256zoom_lir_Prioria_copaifera_Griseb._2258x886_3f92976c.jpg,DJI_20241217132829_0014_V_4256zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171316_005_50haplottreesover100m2wptnorte/DJI_20241217132829_0014_V_4256zoom.JPG,labelled/Prioria_copaifera/cropped/DJI_20241217132829_0014_V_4256zoom_lir_Prioria_copaifera_Griseb._2258x886_3f92976c.jpg,Prioria copaifera-PRI2CO-PRIC,labelled/Prioria_copaifera/zoom/DJI_20241217132829_0014_V_4256zoom.JPG,1008,0,3266,886,2258,886
4090,DJI_20241217132829_0014_V_4256zoom_lir_Prioria_copaifera_Griseb._608x1578_3cd4d1eb.jpg,DJI_20241217132829_0014_V_4256zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171316_005_50haplottreesover100m2wptnorte/DJI_20241217132829_0014_V_4256zoom.JPG,labelled/Prioria_copaifera/cropped/DJI_20241217132829_0014_V_4256zoom_lir_Prioria_copaifera_Griseb._608x1578_3cd4d1eb.jpg,Prioria copaifera-PRI2CO-PRIC,labelled/Prioria_copaifera/zoom/DJI_20241217132829_0014_V_4256zoom.JPG,3268,260,3876,1838,608,1578
4091,DJI_20241217132938_0018_V_4262zoom_lir_Dipteryx_oleifera_Benth._2116x1378_81af0963.jpg,DJI_20241217132938_0018_V_4262zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171316_005_50haplottreesover100m2wptnorte/DJI_20241217132938_0018_V_4262zoom.JPG,labelled/Dipteryx_oleifera/cropped/DJI_20241217132938_0018_V_4262zoom_lir_Dipteryx_oleifera_Benth._2116x1378_81af0963.jpg,Dipteryx oleifera-DIPTPA-DIPP,labelled/Dipteryx_oleifera/zoom/DJI_20241217132938_0018_V_4262zoom.JPG,1884,1620,4000,2998,2116,1378
4092,DJI_20241217132938_0018_V_4262zoom_lir_Dipteryx_oleifera_Benth._2824x810_c2dfa0a1.jpg,DJI_20241217132938_0018_V_4262zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171316_005_50haplottreesover100m2wptnorte/DJI_20241217132938_0018_V_4262zoom.JPG,labelled/Dipteryx_oleifera/cropped/DJI_20241217132938_0018_V_4262zoom_lir_Dipteryx_oleifera_Benth._2824x810_c2dfa0a1.jpg,Dipteryx oleifera-DIPTPA-DIPP,labelled/Dipteryx_oleifera/zoom/DJI_20241217132938_0018_V_4262zoom.JPG,0,648,2824,1458,2824,810
4093,DJI_20241217132938_0018_V_4262zoom_lir_Dipteryx_oleifera_Benth._1440x648_5cdf5ba8.jpg,DJI_20241217132938_0018_V_4262zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171316_005_50haplottreesover100m2wptnorte/DJI_20241217132938_0018_V_4262zoom.JPG,labelled/Dipteryx_oleifera/cropped/DJI_20241217132938_0018_V_4262zoom_lir_Dipteryx_oleifera_Benth._1440x648_5cdf5ba8.jpg,Dipteryx oleifera-DIPTPA-DIPP,labelled/Dipteryx_oleifera/zoom/DJI_20241217132938_0018_V_4262zoom.JPG,0,0,1440,648,1440,648
4094,DJI_20241217133012_0020_V_4240zoom_lir_Ficus_L._1790x2280_77c7b8a0.jpg,DJI_20241217133012_0020_V_4240zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171316_005_50haplottreesover100m2wptnorte/DJI_20241217133012_0020_V_4240zoom.JPG,labelled/Ficus/cropped/DJI_20241217133012_0020_V_4240zoom_lir_Ficus_L._1790x2280_77c7b8a0.jpg,Ficus,labelled/Ficus/zoom/DJI_20241217133012_0020_V_4240zoom.JPG,972,0,2762,2280,1790,2280
4095,DJI_20241217133012_0020_V_4240zoom_lir_Ficus_L._860x1940_7e670c83.jpg,DJI_20241217133012_0020_V_4240zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171316_005_50haplottreesover100m2wptnorte/DJI_20241217133012_0020_V_4240zoom.JPG,labelled/Ficus/cropped/DJI_20241217133012_0020_V_4240zoom_lir_Ficus_L._860x1940_7e670c83.jpg,Ficus,labelled/Ficus/zoom/DJI_20241217133012_0020_V_4240zoom.JPG,3140,0,4000,1940,860,1940
4096,DJI_20241217133127_0024_V_4231zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_992x534_ac819694.jpg,DJI_20241217133127_0024_V_4231zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171316_005_50haplottreesover100m2wptnorte/DJI_20241217133127_0024_V_4231zoom.JPG,labelled/Anacardium_excelsum/cropped/DJI_20241217133127_0024_V_4231zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_992x534_ac819694.jpg,Anacardium excelsum-ANACEX-ANAE,labelled/Anacardium_excelsum/zoom/DJI_20241217133127_0024_V_4231zoom.JPG,840,452,1832,986,992,534
4097,DJI_20241217133127_0024_V_4231zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_504x608_fabd05b2.jpg,DJI_20241217133127_0024_V_4231zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171316_005_50haplottreesover100m2wptnorte/DJI_20241217133127_0024_V_4231zoom.JPG,labelled/Anacardium_excelsum/cropped/DJI_20241217133127_0024_V_4231zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_504x608_fabd05b2.jpg,Anacardium excelsum-ANACEX-ANAE,labelled/Anacardium_excelsum/zoom/DJI_20241217133127_0024_V_4231zoom.JPG,3496,556,4000,1164,504,608
4098,DJI_20241217133127_0024_V_4231zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_558x530_9f20e84a.jpg,DJI_20241217133127_0024_V_4231zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171316_005_50haplottreesover100m2wptnorte/DJI_20241217133127_0024_V_4231zoom.JPG,labelled/Anacardium_excelsum/cropped/DJI_20241217133127_0024_V_4231zoom_lir_Anacardium_excelsum_Bertero__Balb._Skeels_558x530_9f20e84a.jpg,Anacardium excelsum-ANACEX-ANAE,labelled/Anacardium_excelsum/zoom/DJI_20241217133127_0024_V_4231zoom.JPG,1236,1544,1794,2074,558,530
4099,DJI_20241217104944_0024_V_2920zoom_lir_Chrysophyllum_cainito_L._1128x1552_c2b55ea6.jpg,DJI_20241217104944_0024_V_2920zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171030_003_50haplottreesover100m2wptnorte/DJI_20241217104944_0024_V_2920zoom.JPG,labelled/Chrysophyllum_cainito/cropped/DJI_20241217104944_0024_V_2920zoom_lir_Chrysophyllum_cainito_L._1128x1552_c2b55ea6.jpg,Chrysophyllum cainito-CHR2CA-CHRC,labelled/Chrysophyllum_cainito/zoom/DJI_20241217104944_0024_V_2920zoom.JPG,2636,1448,3764,3000,1128,1552
4100,DJI_20241217104944_0024_V_2920zoom_lir_Chrysophyllum_cainito_L._1514x616_137f785d.jpg,DJI_20241217104944_0024_V_2920zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171030_003_50haplottreesover100m2wptnorte/DJI_20241217104944_0024_V_2920zoom.JPG,labelled/Chrysophyllum_cainito/cropped/DJI_20241217104944_0024_V_2920zoom_lir_Chrysophyllum_cainito_L._1514x616_137f785d.jpg,Chrysophyllum cainito-CHR2CA-CHRC,labelled/Chrysophyllum_cainito/zoom/DJI_20241217104944_0024_V_2920zoom.JPG,2140,576,3654,1192,1514,616
4101,DJI_20241217105014_0026_V_2479zoom_lir_Terminalia_amazonica_J.F.Gmel._Exell_1290x778_602d82af.jpg,DJI_20241217105014_0026_V_2479zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171030_003_50haplottreesover100m2wptnorte/DJI_20241217105014_0026_V_2479zoom.JPG,labelled/Terminalia_amazonia/cropped/DJI_20241217105014_0026_V_2479zoom_lir_Terminalia_amazonica_J.F.Gmel._Exell_1290x778_602d82af.jpg,Terminalia amazonia-TERMAM-TERA,labelled/Terminalia_amazonia/zoom/DJI_20241217105014_0026_V_2479zoom.JPG,1792,2220,3082,2998,1290,778
4102,DJI_20241217105014_0026_V_2479zoom_lir_Terminalia_amazonica_J.F.Gmel._Exell_680x872_361d8835.jpg,DJI_20241217105014_0026_V_2479zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171030_003_50haplottreesover100m2wptnorte/DJI_20241217105014_0026_V_2479zoom.JPG,labelled/Terminalia_amazonia/cropped/DJI_20241217105014_0026_V_2479zoom_lir_Terminalia_amazonica_J.F.Gmel._Exell_680x872_361d8835.jpg,Terminalia amazonia-TERMAM-TERA,labelled/Terminalia_amazonia/zoom/DJI_20241217105014_0026_V_2479zoom.JPG,0,2128,680,3000,680,872
4103,DJI_20241217105102_0028_V_1086zoom_lir_Amphilophium_paniculatum_L._Kunth_1424x1362_ba491cee.jpg,DJI_20241217105102_0028_V_1086zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171030_003_50haplottreesover100m2wptnorte/DJI_20241217105102_0028_V_1086zoom.JPG,labelled/Amphilophium_paniculatum/cropped/DJI_20241217105102_0028_V_1086zoom_lir_Amphilophium_paniculatum_L._Kunth_1424x1362_ba491cee.jpg,Amphilophium paniculatum-AMPHPA-AMPP,labelled/Amphilophium_paniculatum/zoom/DJI_20241217105102_0028_V_1086zoom.JPG,904,1516,2328,2878,1424,1362
4104,DJI_20241217105102_0028_V_1086zoom_lir_Amphilophium_paniculatum_L._Kunth_1808x768_2779cf98.jpg,DJI_20241217105102_0028_V_1086zoom.JPG,https://object-arbutus.cloud.computecanada.ca/20241217_bci50haplot_wptover100norte_m3e/DJI_202412171030_003_50haplottreesover100m2wptnorte/DJI_20241217105102_0028_V_1086zoom.JPG,labelled/Amphilophium_paniculatum/cropped/DJI_20241217105102_0028_V_1086zoom_lir_Amphilophium_paniculatum_L._Kunth_1808x768_2779cf98.jpg,Amphilophium paniculatum-AMPHPA-AMPP,labelled/Amphilophium_paniculatum/zoom/DJI_20241217105102_0028_V_1086zoom.JPG,0,748,1808,1516,1808,768
